userId1,userId2,cleanlinessLevel_user1,cleanlinessLevel_user2,smokingPreference_user1,smokingPreference_user2,drinkingPreference_user1,drinkingPreference_user2,sleepingSchedule_user1,sleepingSchedule_user2,budgetRange_user1,budgetRange_user2,preferredLocation_user1,preferredLocation_user2,hobbies_user1,hobbies_user2,compatibility_score
96,174,5,1,no,yes,yes,yes,night,irregular,12062,16735,Indiranagar,Indiranagar,"cricket,travel,music",cricket,69
166,107,5,2,yes,no,no,no,irregular,night,7874,14210,HSR Layout,Indiranagar,"cooking,coding,reading",cooking,57
101,150,5,4,yes,no,yes,yes,night,irregular,19388,8254,Whitefield,HSR Layout,cricket,"cricket,travel,coding",61
36,61,1,4,no,yes,no,yes,early,irregular,17464,16727,HSR Layout,HSR Layout,"travel,cooking","music,travel,coding",64
54,62,2,4,yes,yes,no,yes,night,irregular,11503,14807,Whitefield,Whitefield,"movies,reading","movies,cooking,cricket",73
134,34,3,3,yes,yes,yes,yes,early,early,17919,8679,Indiranagar,HSR Layout,"music,cricket,cooking","reading,movies",80
89,110,4,3,yes,no,no,yes,night,night,6737,6803,BTM Layout,HSR Layout,"cooking,coding","cricket,coding",68
27,188,5,1,yes,no,yes,yes,night,early,19128,8483,Whitefield,Koramangala,"coding,cricket","movies,travel",52
84,70,1,2,no,yes,no,yes,night,night,8282,11058,Koramangala,Whitefield,"cricket,reading",reading,65
59,18,5,2,yes,yes,yes,no,night,early,5212,14587,HSR Layout,HSR Layout,cricket,movies,64
82,22,3,4,no,no,no,no,irregular,night,7830,5483,Whitefield,Whitefield,cricket,"movies,coding,cricket",85
24,133,3,2,no,yes,no,no,night,irregular,8943,14522,Koramangala,Whitefield,"reading,coding","coding,cricket,cooking",61
60,35,3,5,no,yes,yes,no,irregular,night,13849,18341,HSR Layout,Koramangala,"travel,reading,music","movies,music,reading",56
51,21,4,1,no,no,yes,no,night,early,14723,14144,Koramangala,Indiranagar,"music,reading","reading,music",67
110,138,3,5,no,no,yes,yes,night,early,6803,7103,HSR Layout,Whitefield,"cricket,coding",reading,73
195,6,4,3,no,no,no,yes,early,early,11914,7317,BTM Layout,Koramangala,"cricket,coding,movies","coding,cricket,reading",78
137,200,4,4,no,no,no,no,early,irregular,15589,12224,BTM Layout,Koramangala,cricket,"movies,music,coding",74
94,165,3,5,no,no,yes,no,early,early,19691,12683,Indiranagar,Koramangala,coding,"cricket,music,travel",66
153,112,2,3,yes,no,no,yes,irregular,early,15418,17700,Koramangala,HSR Layout,"cricket,movies,coding","cricket,movies",58
102,187,3,5,no,no,no,yes,irregular,night,10103,18590,Koramangala,BTM Layout,travel,"music,movies,coding",56
57,54,2,2,yes,yes,no,no,night,night,9243,11503,Indiranagar,Whitefield,reading,"movies,reading",87
121,99,5,5,yes,yes,no,no,irregular,early,19452,17627,Whitefield,HSR Layout,movies,"coding,movies,music",80
1,95,3,2,yes,no,yes,no,early,irregular,11708,16076,Indiranagar,Whitefield,coding,cooking,52
134,121,3,5,yes,yes,yes,no,early,irregular,17919,19452,Indiranagar,Whitefield,"music,cricket,cooking",movies,63
145,55,1,3,no,yes,yes,yes,early,night,19021,7868,HSR Layout,Indiranagar,reading,reading,59
82,64,3,4,no,no,no,yes,irregular,early,7830,5317,Whitefield,BTM Layout,cricket,"movies,cooking,cricket",65
191,164,5,4,yes,yes,yes,no,night,irregular,11105,17462,Indiranagar,Indiranagar,travel,"movies,coding,cricket",68
120,190,2,3,no,no,no,no,early,night,11832,9651,Koramangala,Whitefield,"coding,movies,cricket","cooking,music",72
136,171,4,3,yes,no,no,yes,irregular,night,14683,5465,HSR Layout,Koramangala,"cooking,reading",reading,51
124,8,1,2,no,yes,no,no,early,irregular,13594,5872,BTM Layout,Koramangala,"music,travel,movies","coding,reading",58
94,55,3,3,no,yes,yes,yes,early,night,19691,7868,Indiranagar,Indiranagar,coding,reading,70
41,163,1,4,no,no,yes,no,night,night,11570,17524,BTM Layout,Whitefield,coding,"cricket,music",64
58,182,2,4,no,no,no,no,night,night,11767,17634,Whitefield,Koramangala,coding,travel,76
164,68,4,2,yes,no,no,no,irregular,night,17462,11109,Indiranagar,Koramangala,"movies,coding,cricket",reading,56
157,154,4,1,yes,no,yes,no,irregular,night,18966,11413,HSR Layout,HSR Layout,"travel,cooking,coding",travel,57
46,183,5,4,yes,yes,yes,no,early,night,18404,15961,Indiranagar,HSR Layout,"travel,coding","cricket,coding,reading",65
151,74,3,1,yes,no,no,no,irregular,early,10233,7844,Indiranagar,Whitefield,music,cooking,60
29,187,2,5,no,no,yes,yes,irregular,night,12417,18590,HSR Layout,BTM Layout,movies,"music,movies,coding",67
93,191,3,5,yes,yes,no,yes,early,night,9512,11105,BTM Layout,Indiranagar,"cooking,reading",travel,63
158,182,1,4,yes,no,no,no,early,night,17308,17634,Whitefield,Koramangala,coding,travel,61
193,16,2,1,no,no,yes,yes,early,night,6029,12019,Koramangala,HSR Layout,"cricket,reading,coding",travel,68
185,126,1,2,yes,no,yes,no,night,early,15218,14961,Koramangala,Koramangala,"coding,music","cricket,movies",65
12,178,3,1,no,yes,yes,yes,early,night,11310,6054,Whitefield,Koramangala,"coding,movies,cricket",coding,59
189,161,2,5,yes,yes,yes,yes,night,night,15819,15538,Whitefield,Whitefield,movies,"coding,reading",91
86,104,4,5,no,yes,yes,yes,irregular,early,14241,19297,Koramangala,Indiranagar,"music,travel,reading","cooking,reading,coding",61
121,190,5,3,yes,no,no,no,irregular,night,19452,9651,Whitefield,Whitefield,movies,"cooking,music",66
8,133,2,2,yes,yes,no,no,irregular,irregular,5872,14522,Koramangala,Whitefield,"coding,reading","coding,cricket,cooking",83
32,72,5,3,yes,yes,yes,yes,early,irregular,12160,14301,HSR Layout,Indiranagar,"reading,cooking",reading,73
196,86,1,4,no,no,yes,yes,irregular,irregular,12799,14241,Whitefield,Koramangala,reading,"music,travel,reading",84
118,180,2,4,no,no,no,no,early,early,16454,6876,Whitefield,Indiranagar,"movies,reading,cricket",music,76
119,95,2,2,yes,no,yes,no,night,irregular,14463,16076,BTM Layout,Whitefield,coding,cooking,57
16,130,1,3,no,yes,yes,yes,night,night,12019,5929,HSR Layout,Indiranagar,travel,"movies,coding",66
14,114,1,2,yes,yes,no,yes,early,early,10473,5797,BTM Layout,Koramangala,music,"movies,reading",72
155,140,2,4,yes,yes,yes,yes,irregular,night,7735,12972,Koramangala,Whitefield,"coding,reading,movies","movies,cricket",69
10,145,1,1,yes,no,no,yes,irregular,early,12532,19021,Koramangala,HSR Layout,travel,reading,50
46,71,5,2,yes,no,yes,no,early,early,18404,17782,Indiranagar,HSR Layout,"travel,coding",coding,64
78,100,1,3,no,yes,no,no,night,night,8555,16137,Koramangala,Indiranagar,music,"travel,cooking,reading",66
2,200,5,4,no,no,yes,no,early,irregular,16878,12224,HSR Layout,Koramangala,"movies,reading,cooking","movies,music,coding",65
198,156,2,1,yes,no,yes,no,irregular,early,16497,7127,Koramangala,Koramangala,"movies,cooking","music,coding,reading",58
45,76,2,4,no,no,no,no,irregular,night,7008,16884,Indiranagar,BTM Layout,coding,reading,66
27,160,5,1,yes,no,yes,yes,night,night,19128,12018,Whitefield,Indiranagar,"coding,cricket",cooking,62
191,86,5,4,yes,no,yes,yes,night,irregular,11105,14241,Indiranagar,Koramangala,travel,"music,travel,reading",65
61,103,4,3,yes,no,yes,no,irregular,irregular,16727,18398,HSR Layout,BTM Layout,"music,travel,coding","movies,coding,cooking",68
94,172,3,5,no,yes,yes,yes,early,night,19691,9985,Indiranagar,BTM Layout,coding,cooking,56
69,154,4,1,yes,no,yes,no,irregular,night,6733,11413,Whitefield,HSR Layout,"reading,movies",travel,48
13,133,3,2,no,yes,no,no,early,irregular,6202,14522,Koramangala,Whitefield,music,"coding,cricket,cooking",58
112,148,3,3,no,no,yes,yes,early,irregular,17700,5488,HSR Layout,Whitefield,"cricket,movies",cricket,73
164,116,4,3,yes,yes,no,no,irregular,night,17462,16300,Indiranagar,Koramangala,"movies,coding,cricket","reading,cooking,music",75
164,68,4,2,yes,no,no,no,irregular,night,17462,11109,Indiranagar,Koramangala,"movies,coding,cricket",reading,56
152,50,1,1,yes,no,no,yes,irregular,irregular,12690,9751,Koramangala,Indiranagar,"movies,cricket",coding,64
8,169,2,2,yes,no,no,no,irregular,early,5872,15930,Koramangala,BTM Layout,"coding,reading",reading,63
36,45,1,2,no,no,no,no,early,irregular,17464,7008,HSR Layout,Indiranagar,"travel,cooking",coding,68
65,193,5,2,yes,no,no,yes,night,early,10479,6029,BTM Layout,Koramangala,"coding,cricket,movies","cricket,reading,coding",54
68,164,2,4,no,yes,no,no,night,irregular,11109,17462,Koramangala,Indiranagar,reading,"movies,coding,cricket",56
142,61,1,4,yes,yes,yes,yes,early,irregular,11161,16727,Koramangala,HSR Layout,"cooking,coding","music,travel,coding",67
28,104,5,5,yes,yes,no,yes,irregular,early,19515,19297,Whitefield,Indiranagar,"cricket,music","cooking,reading,coding",67
28,139,5,4,yes,yes,no,no,irregular,night,19515,10463,Whitefield,Whitefield,"cricket,music","cricket,coding,reading",81
90,39,5,1,yes,yes,yes,no,early,night,14084,10852,Whitefield,BTM Layout,"cricket,reading","cricket,music",59
80,74,4,1,yes,no,yes,no,night,early,17935,7844,Koramangala,Whitefield,"reading,cooking,cricket",cooking,47
190,160,3,1,no,no,no,yes,night,night,9651,12018,Whitefield,Indiranagar,"cooking,music",cooking,73
131,193,4,2,yes,no,yes,yes,early,early,9541,6029,BTM Layout,Koramangala,"travel,movies,coding","cricket,reading,coding",73
108,5,2,1,yes,no,no,no,night,early,17635,16150,BTM Layout,HSR Layout,"music,movies",reading,65
152,174,1,1,yes,yes,no,yes,irregular,irregular,12690,16735,Koramangala,Indiranagar,"movies,cricket",cricket,77
35,38,5,5,yes,no,no,yes,night,early,18341,6159,Koramangala,BTM Layout,"movies,music,reading","reading,travel",53
17,183,2,4,yes,yes,no,no,night,night,10434,15961,Whitefield,HSR Layout,music,"cricket,coding,reading",76
75,169,3,2,yes,no,no,no,irregular,early,17562,15930,BTM Layout,BTM Layout,"reading,coding",reading,78
53,16,5,1,no,no,yes,yes,early,night,8897,12019,Indiranagar,HSR Layout,"coding,cricket",travel,66
27,21,5,1,yes,no,yes,no,night,early,19128,14144,Whitefield,Indiranagar,"coding,cricket","reading,music",46
95,7,2,2,no,no,no,yes,irregular,night,16076,15888,Whitefield,Indiranagar,cooking,reading,67
171,73,3,3,no,yes,yes,no,night,early,5465,8814,Koramangala,Indiranagar,reading,"coding,reading",57
45,138,2,5,no,no,no,yes,irregular,early,7008,7103,Indiranagar,Whitefield,coding,reading,61
11,154,3,1,yes,no,no,no,irregular,night,13733,11413,HSR Layout,HSR Layout,cricket,travel,70
88,109,3,5,no,yes,yes,no,irregular,night,16544,15173,Koramangala,HSR Layout,"movies,coding","reading,cricket,travel",53
144,40,2,5,yes,no,yes,no,night,night,10338,6344,Whitefield,Whitefield,"coding,cricket","movies,reading,coding",71
160,108,1,2,no,yes,yes,no,night,night,12018,17635,Indiranagar,BTM Layout,cooking,"music,movies",58
135,83,2,3,yes,no,no,yes,early,irregular,9913,7702,Whitefield,HSR Layout,"reading,cooking","cricket,music",52
197,72,2,3,no,yes,yes,yes,early,irregular,5414,14301,BTM Layout,Indiranagar,"cricket,cooking",reading,58
135,190,2,3,yes,no,no,no,early,night,9913,9651,Whitefield,Whitefield,"reading,cooking","cooking,music",78
54,123,2,4,yes,yes,no,no,night,irregular,11503,14698,Whitefield,Whitefield,"movies,reading","music,reading,cooking",83
60,199,3,2,no,no,yes,yes,irregular,early,13849,15150,HSR Layout,Whitefield,"travel,reading,music",movies,75
145,121,1,5,no,yes,yes,no,early,irregular,19021,19452,HSR Layout,Whitefield,reading,movies,49
127,178,5,1,yes,yes,yes,yes,night,night,19517,6054,HSR Layout,Koramangala,"travel,cricket",coding,72
167,112,1,3,no,no,no,yes,night,early,7610,17700,Koramangala,HSR Layout,movies,"cricket,movies",59
185,127,1,5,yes,yes,yes,yes,night,night,15218,19517,Koramangala,HSR Layout,"coding,music","travel,cricket",76
33,75,3,3,yes,yes,no,no,night,irregular,10474,17562,Whitefield,BTM Layout,"cooking,music,cricket","reading,coding",70
13,44,3,3,no,yes,no,no,early,irregular,6202,9327,Koramangala,Whitefield,music,"cricket,movies,travel",64
87,23,3,1,no,yes,yes,yes,irregular,early,6938,7812,Indiranagar,BTM Layout,"travel,music,cooking","cooking,music,reading",69
145,33,1,3,no,yes,yes,no,early,night,19021,10474,HSR Layout,Whitefield,reading,"cooking,music,cricket",46
97,54,2,2,no,yes,no,no,irregular,night,8987,11503,BTM Layout,Whitefield,"music,coding","movies,reading",64
137,165,4,5,no,no,no,no,early,early,15589,12683,BTM Layout,Koramangala,cricket,"cricket,music,travel",85
194,88,4,3,yes,no,yes,yes,irregular,irregular,16207,16544,Koramangala,Koramangala,"reading,travel","movies,coding",85
166,189,5,2,yes,yes,no,yes,irregular,night,7874,15819,HSR Layout,Whitefield,"cooking,coding,reading",movies,54
6,145,3,1,no,no,yes,yes,early,early,7317,19021,Koramangala,HSR Layout,"coding,cricket,reading",reading,79
124,25,1,5,no,yes,no,yes,early,night,13594,13052,BTM Layout,BTM Layout,"music,travel,movies",cooking,59
189,19,2,4,yes,yes,yes,no,night,early,15819,16537,Whitefield,HSR Layout,movies,travel,63
8,135,2,2,yes,yes,no,no,irregular,early,5872,9913,Koramangala,Whitefield,"coding,reading","reading,cooking",77
46,129,5,3,yes,no,yes,yes,early,night,18404,9851,Indiranagar,Indiranagar,"travel,coding",travel,69
127,157,5,4,yes,yes,yes,yes,night,irregular,19517,18966,HSR Layout,HSR Layout,"travel,cricket","travel,cooking,coding",88
167,150,1,4,no,no,no,yes,night,irregular,7610,8254,Koramangala,HSR Layout,movies,"cricket,travel,coding",61
160,96,1,5,no,no,yes,yes,night,night,12018,12062,Indiranagar,Indiranagar,cooking,"cricket,travel,music",89
37,115,3,3,yes,no,yes,yes,early,early,14352,18331,Whitefield,BTM Layout,"cricket,movies,music","cricket,cooking",77
129,167,3,1,no,no,yes,no,night,night,9851,7610,Indiranagar,Koramangala,travel,movies,70
184,94,3,3,no,no,yes,yes,night,early,12043,19691,Indiranagar,Indiranagar,"cricket,coding",coding,83
125,171,5,3,yes,no,yes,yes,irregular,night,10869,5465,Whitefield,Koramangala,travel,reading,56
63,183,1,4,yes,yes,yes,no,night,night,19926,15961,BTM Layout,HSR Layout,"cricket,travel","cricket,coding,reading",71
86,51,4,4,no,no,yes,yes,irregular,night,14241,14723,Koramangala,Koramangala,"music,travel,reading","music,reading",93
168,116,4,3,no,yes,no,no,night,night,8472,16300,HSR Layout,Koramangala,"coding,movies","reading,cooking,music",68
131,90,4,5,yes,yes,yes,yes,early,early,9541,14084,BTM Layout,Whitefield,"travel,movies,coding","cricket,reading",82
33,64,3,4,yes,no,no,yes,night,early,10474,5317,Whitefield,BTM Layout,"cooking,music,cricket","movies,cooking,cricket",54
116,137,3,4,yes,no,no,no,night,early,16300,15589,Koramangala,BTM Layout,"reading,cooking,music",cricket,65
159,185,1,1,no,yes,yes,yes,irregular,night,10591,15218,HSR Layout,Koramangala,"reading,cooking","coding,music",64
75,124,3,1,yes,no,no,no,irregular,early,17562,13594,BTM Layout,BTM Layout,"reading,coding","music,travel,movies",70
112,153,3,2,no,yes,yes,no,early,irregular,17700,15418,HSR Layout,Koramangala,"cricket,movies","cricket,movies,coding",58
107,90,2,5,no,yes,no,yes,night,early,14210,14084,Indiranagar,Whitefield,cooking,"cricket,reading",51
164,2,4,5,yes,no,no,yes,irregular,early,17462,16878,Indiranagar,HSR Layout,"movies,coding,cricket","movies,reading,cooking",58
88,72,3,3,no,yes,yes,yes,irregular,irregular,16544,14301,Koramangala,Indiranagar,"movies,coding",reading,74
140,165,4,5,yes,no,yes,no,night,early,12972,12683,Whitefield,Koramangala,"movies,cricket","cricket,music,travel",58
18,194,2,4,yes,yes,no,yes,early,irregular,14587,16207,HSR Layout,Koramangala,movies,"reading,travel",63
50,196,1,1,no,no,yes,yes,irregular,irregular,9751,12799,Indiranagar,Whitefield,coding,reading,84
144,26,2,2,yes,yes,yes,no,night,night,10338,13921,Whitefield,Koramangala,"coding,cricket","music,reading",74
28,150,5,4,yes,no,no,yes,irregular,irregular,19515,8254,Whitefield,HSR Layout,"cricket,music","cricket,travel,coding",61
186,174,3,1,yes,yes,no,yes,irregular,irregular,14874,16735,HSR Layout,Indiranagar,"coding,cricket,reading",cricket,76
78,88,1,3,no,no,no,yes,night,irregular,8555,16544,Koramangala,Koramangala,music,"movies,coding",66
136,33,4,3,yes,yes,no,no,irregular,night,14683,10474,HSR Layout,Whitefield,"cooking,reading","cooking,music,cricket",75
103,20,3,3,no,yes,no,no,irregular,night,18398,12201,BTM Layout,Whitefield,"movies,coding,cooking","cricket,cooking,coding",66
29,145,2,1,no,no,yes,yes,irregular,early,12417,19021,HSR Layout,HSR Layout,movies,reading,78
67,197,1,2,no,no,no,yes,night,early,13705,5414,BTM Layout,BTM Layout,"cricket,reading","cricket,cooking",71
181,40,3,5,no,no,yes,no,early,night,14117,6344,Indiranagar,Whitefield,travel,"movies,reading,coding",56
102,139,3,4,no,yes,no,no,irregular,night,10103,10463,Koramangala,Whitefield,travel,"cricket,coding,reading",65
87,69,3,4,no,yes,yes,yes,irregular,irregular,6938,6733,Indiranagar,Whitefield,"travel,music,cooking","reading,movies",75
149,50,5,1,no,no,yes,yes,irregular,irregular,11932,9751,BTM Layout,Indiranagar,"cooking,movies",coding,76
83,171,3,3,no,no,yes,yes,irregular,night,7702,5465,HSR Layout,Koramangala,"cricket,music",reading,74
129,184,3,3,no,no,yes,yes,night,night,9851,12043,Indiranagar,Indiranagar,travel,"cricket,coding",94
149,92,5,5,no,yes,yes,no,irregular,early,11932,7486,BTM Layout,BTM Layout,"cooking,movies","movies,travel,coding",67
127,68,5,2,yes,no,yes,no,night,night,19517,11109,HSR Layout,Koramangala,"travel,cricket",reading,54
69,185,4,1,yes,yes,yes,yes,irregular,night,6733,15218,Whitefield,Koramangala,"reading,movies","coding,music",64
19,18,4,2,yes,yes,no,no,early,early,16537,14587,HSR Layout,HSR Layout,travel,movies,93
5,33,1,3,no,yes,no,no,early,night,16150,10474,HSR Layout,Whitefield,reading,"cooking,music,cricket",56
134,78,3,1,yes,no,yes,no,early,night,17919,8555,Indiranagar,Koramangala,"music,cricket,cooking",music,49
86,169,4,2,no,no,yes,no,irregular,early,14241,15930,Koramangala,BTM Layout,"music,travel,reading",reading,66
44,199,3,2,yes,no,no,yes,irregular,early,9327,15150,Whitefield,Whitefield,"cricket,movies,travel",movies,61
158,40,1,5,yes,no,no,no,early,night,17308,6344,Whitefield,Whitefield,coding,"movies,reading,coding",65
21,161,1,5,no,yes,no,yes,early,night,14144,15538,Indiranagar,Whitefield,"reading,music","coding,reading",52
183,16,4,1,yes,no,no,yes,night,night,15961,12019,HSR Layout,HSR Layout,"cricket,coding,reading",travel,68
91,122,3,4,no,no,yes,yes,early,irregular,18094,12411,Whitefield,Koramangala,"reading,coding,cooking","coding,music",71
141,145,1,1,yes,no,yes,yes,night,early,6335,19021,Koramangala,HSR Layout,"music,cooking",reading,60
183,25,4,5,yes,yes,no,yes,night,night,15961,13052,HSR Layout,BTM Layout,"cricket,coding,reading",cooking,72
70,18,2,2,yes,yes,yes,no,night,early,11058,14587,Whitefield,HSR Layout,reading,movies,64
95,196,2,1,no,no,no,yes,irregular,irregular,16076,12799,Whitefield,Whitefield,cooking,reading,82
74,200,1,4,no,no,no,no,early,irregular,7844,12224,Whitefield,Koramangala,cooking,"movies,music,coding",68
68,83,2,3,no,no,no,yes,night,irregular,11109,7702,Koramangala,HSR Layout,reading,"cricket,music",62
132,140,2,4,no,yes,no,yes,irregular,night,18026,12972,Koramangala,Whitefield,"movies,cooking","movies,cricket",49
15,138,2,5,yes,no,yes,yes,early,early,12844,7103,Whitefield,Whitefield,"travel,cricket,coding",reading,74
110,149,3,5,no,no,yes,yes,night,irregular,6803,11932,HSR Layout,BTM Layout,"cricket,coding","cooking,movies",66
44,111,3,3,yes,yes,no,no,irregular,night,9327,5505,Whitefield,HSR Layout,"cricket,movies,travel",cricket,77
55,5,3,1,yes,no,yes,no,night,early,7868,16150,Indiranagar,HSR Layout,reading,reading,49
19,84,4,1,yes,no,no,no,early,night,16537,8282,HSR Layout,Koramangala,travel,"cricket,reading",54
22,97,4,2,no,no,no,no,night,irregular,5483,8987,Whitefield,BTM Layout,"movies,coding,cricket","music,coding",73
142,57,1,2,yes,yes,yes,no,early,night,11161,9243,Koramangala,Indiranagar,"cooking,coding",reading,65
146,23,2,1,yes,yes,yes,yes,night,early,15718,7812,Koramangala,BTM Layout,"music,reading,travel","cooking,music,reading",74
104,122,5,4,yes,no,yes,yes,early,irregular,19297,12411,Indiranagar,Koramangala,"cooking,reading,coding","coding,music",61
167,122,1,4,no,no,no,yes,night,irregular,7610,12411,Koramangala,Koramangala,movies,"coding,music",68
194,108,4,2,yes,yes,yes,no,irregular,night,16207,17635,Koramangala,BTM Layout,"reading,travel","music,movies",63
150,62,4,4,no,yes,yes,yes,irregular,irregular,8254,14807,HSR Layout,Whitefield,"cricket,travel,coding","movies,cooking,cricket",73
198,118,2,2,yes,no,yes,no,irregular,early,16497,16454,Koramangala,Whitefield,"movies,cooking","movies,reading,cricket",60
46,183,5,4,yes,yes,yes,no,early,night,18404,15961,Indiranagar,HSR Layout,"travel,coding","cricket,coding,reading",65
100,116,3,3,yes,yes,no,no,night,night,16137,16300,Indiranagar,Koramangala,"travel,cooking,reading","reading,cooking,music",93
17,14,2,1,yes,yes,no,no,night,early,10434,10473,Whitefield,BTM Layout,music,music,78
177,95,3,2,no,no,no,no,irregular,irregular,13866,16076,BTM Layout,Whitefield,"movies,cooking,music",cooking,85
88,42,3,5,no,yes,yes,yes,irregular,irregular,16544,11088,Koramangala,BTM Layout,"movies,coding",music,66
200,86,4,4,no,no,no,yes,irregular,irregular,12224,14241,Koramangala,Koramangala,"movies,music,coding","music,travel,reading",87
49,14,3,1,no,yes,yes,no,night,early,18885,10473,HSR Layout,BTM Layout,"reading,movies",music,46
95,58,2,2,no,no,no,no,irregular,night,16076,11767,Whitefield,Whitefield,cooking,coding,84
35,32,5,5,yes,yes,no,yes,night,early,18341,12160,Koramangala,HSR Layout,"movies,music,reading","reading,cooking",63
18,17,2,2,yes,yes,no,no,early,night,14587,10434,HSR Layout,Whitefield,movies,music,74
82,95,3,2,no,no,no,no,irregular,irregular,7830,16076,Whitefield,Whitefield,cricket,cooking,88
106,88,3,3,no,no,yes,yes,night,irregular,17990,16544,HSR Layout,Koramangala,coding,"movies,coding",80
192,188,4,1,no,no,yes,yes,irregular,early,19683,8483,HSR Layout,Koramangala,"travel,reading","movies,travel",67
50,137,1,4,no,no,yes,no,irregular,early,9751,15589,Indiranagar,BTM Layout,coding,cricket,54
151,46,3,5,yes,yes,no,yes,irregular,early,10233,18404,Indiranagar,Indiranagar,music,"travel,coding",66
23,106,1,3,yes,no,yes,yes,early,night,7812,17990,BTM Layout,HSR Layout,"cooking,music,reading",coding,56
35,141,5,1,yes,yes,no,yes,night,night,18341,6335,Koramangala,Koramangala,"movies,music,reading","music,cooking",75
66,102,5,3,no,no,yes,no,irregular,irregular,10049,10103,Whitefield,Koramangala,"movies,music,cricket",travel,73
50,95,1,2,no,no,yes,no,irregular,irregular,9751,16076,Indiranagar,Whitefield,coding,cooking,68
106,39,3,1,no,yes,yes,no,night,night,17990,10852,HSR Layout,BTM Layout,coding,"cricket,music",56
44,100,3,3,yes,yes,no,no,irregular,night,9327,16137,Whitefield,Indiranagar,"cricket,movies,travel","travel,cooking,reading",73
108,171,2,3,yes,no,no,yes,night,night,17635,5465,BTM Layout,Koramangala,"music,movies",reading,58
101,64,5,4,yes,no,yes,yes,night,early,19388,5317,Whitefield,BTM Layout,cricket,"movies,cooking,cricket",61
161,98,5,2,yes,no,yes,no,night,night,15538,19736,Whitefield,Koramangala,"coding,reading","cricket,reading",61
49,103,3,3,no,no,yes,no,night,irregular,18885,18398,HSR Layout,BTM Layout,"reading,movies","movies,coding,cooking",70
124,74,1,1,no,no,no,no,early,early,13594,7844,BTM Layout,Whitefield,"music,travel,movies",cooking,80
166,60,5,3,yes,no,no,yes,irregular,irregular,7874,13849,HSR Layout,HSR Layout,"cooking,coding,reading","travel,reading,music",69
116,143,3,3,yes,yes,no,no,night,early,16300,7162,Koramangala,Indiranagar,"reading,cooking,music","cricket,movies",70
114,179,2,1,yes,yes,yes,yes,early,irregular,5797,10035,Koramangala,BTM Layout,"movies,reading","cricket,music",72
199,180,2,4,no,no,yes,no,early,early,15150,6876,Whitefield,Indiranagar,movies,music,66
35,92,5,5,yes,yes,no,no,night,early,18341,7486,Koramangala,BTM Layout,"movies,music,reading","movies,travel,coding",73
110,37,3,3,no,yes,yes,yes,night,early,6803,14352,HSR Layout,Whitefield,"cricket,coding","cricket,movies,music",63
178,196,1,1,yes,no,yes,yes,night,irregular,6054,12799,Koramangala,Whitefield,coding,reading,60
17,74,2,1,yes,no,no,no,night,early,10434,7844,Whitefield,Whitefield,music,cooking,72
99,186,5,3,yes,yes,no,no,early,irregular,17627,14874,HSR Layout,HSR Layout,"coding,movies,music","coding,cricket,reading",83
169,198,2,2,no,yes,no,yes,early,irregular,15930,16497,BTM Layout,Koramangala,reading,"movies,cooking",57
179,129,1,3,yes,no,yes,yes,irregular,night,10035,9851,BTM Layout,Indiranagar,"cricket,music",travel,63
45,90,2,5,no,yes,no,yes,irregular,early,7008,14084,Indiranagar,Whitefield,coding,"cricket,reading",44
110,158,3,1,no,yes,yes,no,night,early,6803,17308,HSR Layout,Whitefield,"cricket,coding",coding,49
155,76,2,4,yes,no,yes,no,irregular,night,7735,16884,Koramangala,BTM Layout,"coding,reading,movies",reading,49
106,87,3,3,no,no,yes,yes,night,irregular,17990,6938,HSR Layout,Indiranagar,coding,"travel,music,cooking",70
35,75,5,3,yes,yes,no,no,night,irregular,18341,17562,Koramangala,BTM Layout,"movies,music,reading","reading,coding",76
155,58,2,2,yes,no,yes,no,irregular,night,7735,11767,Koramangala,Whitefield,"coding,reading,movies",coding,57
32,7,5,2,yes,no,yes,yes,early,night,12160,15888,HSR Layout,Indiranagar,"reading,cooking",reading,61
77,78,5,1,no,no,yes,no,irregular,night,7203,8555,HSR Layout,Koramangala,"coding,cricket",music,59
26,133,2,2,yes,yes,no,no,night,irregular,13921,14522,Koramangala,Whitefield,"music,reading","coding,cricket,cooking",77
123,117,4,3,yes,yes,no,yes,irregular,irregular,14698,9738,Whitefield,Indiranagar,"music,reading,cooking","cricket,movies,coding",72
138,164,5,4,no,yes,yes,no,early,irregular,7103,17462,Whitefield,Indiranagar,reading,"movies,coding,cricket",48
15,130,2,3,yes,yes,yes,yes,early,night,12844,5929,Whitefield,Indiranagar,"travel,cricket,coding","movies,coding",71
165,70,5,2,no,yes,no,yes,early,night,12683,11058,Koramangala,Whitefield,"cricket,music,travel",reading,51
175,99,3,5,yes,yes,yes,no,night,early,19604,17627,Indiranagar,HSR Layout,"coding,cricket,reading","coding,movies,music",66
18,28,2,5,yes,yes,no,no,early,irregular,14587,19515,HSR Layout,Whitefield,movies,"cricket,music",68
101,182,5,4,yes,no,yes,no,night,night,19388,17634,Whitefield,Koramangala,cricket,travel,65
163,129,4,3,no,no,no,yes,night,night,17524,9851,Whitefield,Indiranagar,"cricket,music",travel,68
115,150,3,4,no,no,yes,yes,early,irregular,18331,8254,BTM Layout,HSR Layout,"cricket,cooking","cricket,travel,coding",71
174,128,1,5,yes,no,yes,no,irregular,night,16735,13693,Indiranagar,BTM Layout,cricket,cricket,49
